cluster_id,cost
2,110.54945819281325
3,2368.404481908082
4,2058.305774141795
5,110.39743060015411
6,184.29090156244905
7,114.76403318132063
8,120.9700684454149
9,170.1828132659142
10,171.5207408944391
11,133.8773951603199
12,135.24318765569313
13,132.87167860295648
14,157.5353053244642
