cluster_id,cost
2,225607.7837289601
3,101.27687676330983
4,103.76487879866171
5,104.57969584916962
6,101.95571350362823
7,102.23978410255056
8,102.33580652748785
9,102.79431636924437
10,121.31366525405458
11,105.44648233736558
12,103.77232260555382
13,110.89738237124408
14,109.04082639827384
