cluster_id,cost
2,100.03472886718916
3,129.50577535598165
4,104.17657050919698
5,105.04389445691163
6,116.38482132772256
7,123.4483488950197
8,130.793757818651
9,126.98768902505009
10,117.77438866986272
11,126.0725042790944
12,125.02507543654721
13,116.36823734595112
14,115.66126025982553
