cluster_id,cost
4,1076.4614946897427
5,1052.6740835308474
6,8324.897231837194
7,349.7517703782386
8,444.49323077840967
9,447.72809348984316
10,346.32869702504536
11,454.3790076121542
12,343.55856410153785
