cluster_id,cost
2,101.98665708507504
3,102.46701638287993
4,118.57697349689369
5,135.1139715679471
6,117.61821988785476
7,121.24369435456767
8,116.3089419240573
9,113.22124607472799
10,114.20307999784764
11,110.36998726748755
12,104.49431451855726
13,108.83287265759776
14,108.11619684175828
