cluster_id,cost
2,100.19514476613813
3,104.13304954385127
4,104.63964714230228
5,124.24964162631463
6,126.99893034222123
7,109.22593904209856
8,109.20056266171235
9,107.8278928218733
10,107.04356795561539
11,106.42281261177095
12,103.63251461616068
13,102.60462698988927
14,128.96870949638355
