cluster_id,cost
2,168.97272413419972
3,133.72850278639
4,104.97599739958369
5,104.27393371830306
6,105.40449617255322
7,106.32599285642775
8,108.82370055673117
9,126.11358079785815
10,107.92110598765183
11,106.32942231811847
12,110.84338776684424
13,108.895559781258
14,124.60317845287571
