cluster_id,cost
2,139.40971941436243
3,42164.42847998711
4,153.57986897458315
5,996.0170333440858
6,163.38161479942704
7,199.33185826710778
8,156.29758109546273
9,161.52753762356522
10,166.572430139196
11,165.85537363655416
12,173.0847589168141
13,160.69289661342498
14,163.8216874641518
