cluster_id,cost
2,527.5431606692673
3,148.21108756301504
4,192.13217513475485
5,138.6893872189713
6,125.66035625379244
7,113.26282948333623
8,113.54536978318211
9,113.19689554855441
10,114.43473690932899
11,114.39383420659797
12,115.59970677644975
13,120.63009704902476
14,107.19794290602744
